Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption
Europe,Finland,Finland,Hirsala,Holiday,Member,2026,,Lundin Leijon,,,,,,Renovate,Masterplan,,,2023-05-22,60.1210463,24.529197,https://hirsalagolf.fi/hirsalan-uusi-master-plan-on-christian-lundinin-taideteos/master-plan-kuva/,,,,,,,gcamagazine/status/1660664072403034115,Sustainability
Europe,France,Loire Valley,Les Aisses,Holiday,Member,2024,,Russell Talley,,,,Start and End April 2024,,Renovate,Ongoing,,Hawtree,2023-11-06,47.6950034,1.9639324,https://www.aissesgolf.com/,,,,,,,,
Europe,France,Orleans,Les Bordes,Member,Member,2027,,TBA,,,SOL Golf,,,Renovate,Drawing boards ,,Robert von Hagge,2023-10-19,47.733228,1.681165,https://www.lesbordes.com,,lesbordesgolf,Loire,,,,JackLaws_/status/1267919929434570754,Hole 11
Europe,France,Paris,Val-Grand,Holiday,Member,2024,,Nick Faldo,,,,,,Renovate,Drawing boards ,,Gayon,2022-01-02,48.3940919,2.779782,https://golf-de-val-grand.com/index.php/le-golf/parcours,,,,,,,technology_golf/status/1476859110012428312,25 km
Europe,Germany,Baden Baden,Baden Baden,Holiday,Member,2026,,Thomas Himmel,,,,,,Renovate,Drawing boards ,,Archibald White,2023-10-29,48.7451214,8.2088977,https://www.golf-club-baden-baden.de/,,himmelgolfdesign,himmelgolfdesign,,,,,
Europe,Germany,Hamburg,An der Pinnau,Once,Member,2025,,Thomas Himmel,,,,ETA April 2025,,Renovate,Masterplan,,,2023-05-29,53.7177364,9.7000821,https://golfcoursearchitecture.net/content/thomas-himmel-develops-renovation-plan-for-pinnau,,,,,,,,
Europe,Iceland,Iceland,Bakkakot,Holiday,Public,2025,,Mackenzie Ebert,,,,,,Rebuild ,Drawing boards ,,,2023-10-14,64.5354328,-22.6232494,https://www.golfmos.is/,,,,,,,,
Europe,Italy,Tuscany,Castiglion del Bosco,Once,Member,2023,,Phil Smith,,,Atlantic Golf Construction,,,Renovate,Open,,Tom Weiskopf,2023-10-03,43.0876913,11.4192347,https://golf.castigliondelbosco.com,,,,,Bunker Solution,,Glen37Chris/status/1619989296332824578,Irrigation
Europe,Netherlands,Amsterdam,Noordwijkse,Once,Member,2030,,Martin Ebert,,,,,1972,Masterplan,Drawing boards ,,Frank Pennink,2023-02-14,52.2839564,4.4612567,"https://golfclubatlas.com/forum/index.php/topic,52982.0/nowap.html",SDoSEUP9Ehk,,,,,Sand Dunes,,
Europe,Netherlands,Arnhem,Rosendaelsche,Holiday,Member,2023,,Achim Reinmuth,,,,,,Renovate,Open,,Frank Pennink,2023-02-26,52.01917,5.9244727,https://rosendaelsche.nl/,,,,,Heathland,,,
Europe,Netherlands,Hoog-Keppel,Keppelse,Holiday,Member,2025,,Spogard Van der Vaart,,,,,,Masterplan,Drawing boards ,,,2023-09-30,52.0066908,6.1957135,https://www.keppelse.nl/,,,,,,,,
Europe,Netherlands,Netherlands,Twentsche,Holiday,Member,2024,,Frank Pont,,,,,,Renovate,Ongoing,,,2021-11-24,52.2894209,6.6724304,https://www.twentschegolfclub.nl/,,,,,,,cdpgolf1/status/1463449105330540545,Pont
Europe,Portugal,Algarve,Vilamoura Old,Holiday,Public,2026,,Ernie Els Greg Letsche,,,,,,Renovate,Drawing boards ,,Frank Pennink,2023-11-04,37.0718789,-8.1443609,https://www.dompedrogolf.com/en/courses/dom-pedro-old-course,,,,,,,,
Europe,Portugal,Madeira, Clube de Golf Santo da Serra ,Holiday,Member,2023,,Ricardo Santos,$2.8M,,,,,Renovate,Open,,RTJ Sr.,2023-10-19,32.722271,-16.8063831,https://www.santodaserragolf.com,,,,,Irrigation,,,
Europe,Spain,Las Palmas,Real Las Palmas,Holiday,Public,2025,,David Williams,,,SURTEC Golf Agronomy,,,Renovate,Ongoing,,,2022-07-07,28.0317923,-15.4620937,https://realclubdegolfdelaspalmas.com/campo-de-golf/presentacion/,,,,,,,,
Europe,Spain,Las Palmas,Salobre Golf Resort Old,Holiday,Public,2025,,David Williams,,,SURTEC Golf Agronomy,,,Masterplan,Ongoing,,Favré Kirby,2023-10-03,27.7812968,-15.6817054,https://www.surtec.es/en/masterplan-agronomy-and-water-at-salobre/,,,,,Water management,,,
Europe,Spain,Marbella,Aloha GC,Holiday,Member,2023,,Tim Lobb,,,CJW,,1975,Renovate,Open,,Javier Arana,2023-10-21,36.5113767,-4.9613718,https://www.clubdegolfaloha.com,ddX4FIUGT0Q,,,,Luis Cornejo Surtec,Cultural practices,LOBBandPARTNERS/status/1661140902901960712,Float greens
Europe,Spain,Murcia,Corvera,Holiday,Member,2027,,TBA,,,,,,Rebuild ,Drawing boards ,,,2023-09-08,37.8284496,-1.1734238,https://murciatoday.com/new-owner-takes-over-corvera-golf-and-country-club_2217335-a.html,,,,,,,,
Europe,Spain,Pontevedra,La Toja,Holiday,Member,2023,,Marco Martin,,,,,,Restore,Open,,Ramón Espinosa,2023-07-04,42.4919109,-10.163276,https://www.top100golfcourses.com/golf-course/real-la-toja,,,,,,,,
Europe,Sweden,Gävle,Gävle,Holiday,Member,2027,,Lobb Lundin,,,,,,Masterplan,Drawing boards ,,,2023-02-28,"60.7001974,",17.1756368,https://golfcoursearchitecture.net/content/lobb-and-Christian Lundin-collaborate-on-g228vle-masterplan,,,,,Old Avan,,,
Europe,Sweden,Helsingborg,Osterlan,Holiday,Member,2025,,Johan Benestam,,,,,,Masterplan,Open,,,2022-03-31,55.9252694,14.120771,https://www.osterlensgk.com,,benestamgolfcoursedesign,Johan Benestam,,Lillavik + Djupadal,,,
Europe,Sweden,Lake Mälaren,The Strand,Holiday,Member,2023,,Johan Benestam,,,,,,Renovate,Ongoing,,,2022-06-23,59.392505,16.7944846,https://strand.golf/golf-index#course-renovation,,,,,,,,
Europe,Sweden,Norrköping,Bråvikens,Holiday,Member,2025,,Johan Benestam,,,,,,Renovate,Ongoing,,,2022-06-23,58.6035391,16.3187606,https://www.bragk.se/,,,,,,,,
Europe,Sweden,Stockholm,Österåkers Väster,Holiday,Public,2024,,Henrik Stenson,,,,,,Rebuild ,Drawing boards ,,,2022-03-11,59.491355,18.2540793,https://www.ostgk.se/,,,,,,,,
Europe,Sweden,Stockholm,Ekholmsnäs Lidingö,Holiday,Member,2023,,EIGCA,,,Johan Mihkelson Ringqvist,,,Renovate,Open,,,2023-08-15,59.3614342,18.1855358,https://ekholmsnasgolf.se/nu-ar-nya-golfbanan-fardigbyggd/,,,,,All Golf Services,,,
Europe,Sweden,Sweden,Torekova ,Holiday,Member,2024,,Caspar Grauballe,,,,,,Masterplan,Open,,,2021-08-18,56.4390478,12.6482972,http://www.togk.se/,,,,,,,,
Europe,Switzerland,Basel,Basel ,Once,Member,2025,,Hilgert Pont,,,,,1926,Restore,Ongoing,,Limburger,2022-03-09,47.5393686,7.4747409,https://www.gccbasel.ch/,,,,,,,,
Europe,Switzerland,Switzerland,Crans-sur Sierre,Holiday,Member,2023,,Dave Sampson,,,,,,Renovate,Open,,,2023-09-07,46.3027765,7.4613879,https://www.crans-montana.ch/hotel_golf,uT9iExn2sbg,,,,,European Golf Design,eurogolfdesign/status/1658503059943612420,New Greens
GB&I,England,Bedfordshire,Luton Hoo,Holiday,Public,2027,,McMurray,,,,,,Rebuild ,Drawing boards ,,,2023-03-01,51.8515052,-0.3978587,https://www.bbc.comnews/uk-england-beds-bucks-herts-64176544,,,,,Ryder Cup,,,
GB&I,England,Birmingham,Sandwell Park,Holiday,,2025,,Mackenzie Ebert,,,,,,Renovate,Ongoing,,Harry Colt,2023-10-30,52.512217,-1.975123,https://www.sandwellparkgolfclub.co.uk/,,,,,,,richprophetgolf/status/1355094071082102784,Toro Irrigation
GB&I,England,Devon,Stover Golf Club,Holiday,Public,2025,,Simon Gidman,,,,ETA Oct 2024,,Renovate,Ongoing,,James Braid,2023-04-18,50.5587394,-3.6512673,https://golfcoursearchitecture.net/content/simon-gidman-adapts-braid-layout-at-stover-to-accommodate-road-expansion,bVoM_uxuvwk,,,,,Profusion Environmental’s Blinder,,
GB&I,England,Dorset,Isle of Purbeck,Holiday,Public,2024,,Lobb Langheim,,,,,1892,Renovate,Ongoing,,,2022-03-28,50.6366383,-1.984649,http://purbeckgolf.co.uk,,purbeckgolf,Heathland,,,,David61mg/status/1473757142062673929,Langheim
GB&I,England,Durham,Whitburn,Holiday,Member,2023,,Jonathan Gaunt,,,Greasley,,,Renovate,Open,,Morrison,2023-02-24,54.9699603,-1.3769935,https://whitburngolfclub.co.uk/the-course-1,,,,,,,whitburn_golf/status/1624074655555375106,Bunker liner
GB&I,England,Guernsey,La Grande Mare,Holiday,Member,2024,,Robin Hiseman,,,MJ Abbott,,,Renovate,Construction,,,2023-08-07,49.4660215,-2.609747,https://lagrandemare.com/golf/,EtPds45oeH4,,,,European Golf Design,Toro Irritech John Clarkin Jonathan Pendry,eurogolfdesign/status/1651264546407948288,Paddy Quinn
GB&I,England,Hampshire,Basingstoke,Holiday,Public,2024,,Weller,,,CJW Golf,ETA Apr 2024,1992,Renovate,Construction,,Alliss Clark,2023-09-10,51.2159673,-1.158967,https://www.wellergolf.co.uk/basingstoke-golf-club/,58ifWCKnQt0,cjwgolf1,cjwgolf1,,,was Dummer GC,conorWalsh11,conorWalsh11
GB&I,England,Jersey,La Moye,Holiday,Member,2026,,Mackenzie Ebert,,,,,,Renovate,Masterplan,,James Braid,2023-01-01,49.1916294,-2.2185569,https://www.lamoyegolfclub.co.uk/,,,,,,,,
GB&I,England,Leeds,Alwoodley,Holiday,Member,2023,,Clyde Johnson,,,,,,Restore,Open,,,2023-10-15,53.8604978,-1.5428393,https://alwoodleygolfclub.com/welcome-to-alwoodley-post/,,,,,,,CunninGolf/status/1470467405956665362,Hole 2
GB&I,England,Lincolnshire,Seacroft Golf Club,Holiday,,2023,,Clyde Johnson,,,,,,Renovate,Open,,Willie Fernie,2023-05-11,53.129468,0.335558,https://www.seacroft-golfclub.co.uk/maintaining_the_links,,,,,,Links Golf,CunninGolf/status/1452205540541665282,Angles
GB&I,England,Liverpool,Allerton Manor,Holiday,Public,2023,18,IDG,$20M,,R.A. Sammels,,,Rebuild ,Open,,,2023-06-03,53.3731859,-2.8896597,https://allertonmanorgolfclub.com,,,,,,,RASammels/status/1532298920017149953,Dozer
GB&I,England,Liverpool,Formby,Holiday,Member,2024,,Martin Ebert,,,,,,Renovate,Masterplan,,Park Braid,2023-01-15,53.7612956,-2.824133,https://www.formbygolfclub.co.uk/the-history/,dx45IabegG0,,,,,Changes,,
GB&I,England,London,Kirby Valley,Holiday,Public,2027,,International Design Group,$25M,,Walker Sime,,,Renovate,Drawing boards ,,,2023-11-07,53.4769371,-2.9137359,https://www.kirkbyvalleygolfclub.co.uk/the-future-vision/,,,,,Green Circle Leisure,,WalkerSime/status/1570381070624776194,Total Golf
GB&I,England,London,London Airlinks,Holiday,Public,2023,,TBA,,,,,,Rebuild ,Open,,,2023-01-14,51.5050511,-0.4044367,https://www.glendalegolf.co.uk/2022/06/08/london-airlinks-golf-course-on-track-for-2023-opening/,qZAXBqeN7As,,,,was Hounslow Heath,Virtual Tour,,
GB&I,England,London,Stoke Park,Holiday,Public,2026,,Mackenzie Ebert,,,,,,Rebuild ,Drawing boards ,,,2023-01-01,51.5350149,-0.6049231,https://mackenzieandebert.com/AnnualReview2021,IvjYmPewEaI,,,,,18 holes,,
GB&I,England,London,Highgate,Holiday,Member,2026,,Tim Lobb,,,,,,Renovate,Masterplan,,C.S. Butchart,2023-04-05,51.577321,-0.163752,https://www.highgategc.co.uk/the-course/course-overview/,,,,,,,,
GB&I,England,Newcastle,Northumberland,Once,Member,2023,,Tom Mackenzie,,,,,,Renovate,Open,,Colt Braid,2023-04-01,55.0339588,-1.6245438,https://www.thengc.co.uk/the-course/,Z-LPUfqsFYA,,,,,Masterplan,,
GB&I,England,Sheffield,Hallamshire,Holiday,Public,2025,,Pont Clayton,,,,,,Renovate,Masterplan,,Harry Colt,2022-03-12,53.3748577,-1.543724,https://www.hallamshiregolfclub.co.uk/,,,,,,,,
GB&I,England,Southport,Royal Birkdale,Holiday,Member,2025,,Tom Mackenzie,,,GolfLink Evolve,ETA June 2024,,Renovate,Construction,,Taylor Hawtree,2023-10-04,53.6221272,-3.034353,https://www.yumpu.com/en/document/read/68381444/royal-birkdale-masterplan-report-2023-08-final,,,,,,,royalbirkdale/status/1709175721959035073,Excavation
GB&I,England,St. Albans,Verulam,Holiday,Member,2025,,James Edwards EDI,,,CJW Conor Walsh,,,Renovate,Masterplan,,,2023-10-22,51.7430398,-0.9857956,https://www.verulamgolf.co.uk/,,,,,,,VerulamGC/status/1659636671220948993,Phase II
GB&I,England,Stafford,Ingestre Park,Holiday,Member,2024,,Jon Hunt,,,MJ Abbott,,,Renovate,Ongoing,,,2023-10-13,52.815659,-2.096609,https://www.ingestregolf.co.uk/the_new_course,AQaexUWqmxI,,,,Phil James,IDG 13 new holes,PQuinnConLtd,P Quinn
GB&I,England,Surrey,Calcot Park,Holiday,Member,2027,,Pont Longmuir,,,,,,Renovate,Masterplan,,Harry Colt,2023-01-01,51.4454326,-1.0382002,https://www.calcotpark.com/course,,regenerationofcalcotpark,Harry Colt,,,,cdpgolf1/status/1449283329094729729,Plans
GB&I,England,Surrey,St. George's Hill,Holiday,Member,2026,,Renaissance Brian Schneider,,,,,,Restore,Drawing boards ,,Harry Colt,2023-08-01,51.3479983,-0.4517833,https://golfcoursearchitecture.net/content/st-georges-hill-big-plans-for-colt-course,,,,,Jaspers Miners Joe McDonnell,,evalu18golf/status/1674543457354784768,1913 Map
GB&I,England,Surrey,Sunningdale Heath,Holiday,Member,2026,,Clayton Longmuir,,,,,,Masterplan,Drawing boards ,,Harry Colt,2021-10-17,51.387291,-0.635501,https://www.sunningdaleheathgolf.co.uk/,,,,,,,,
GB&I,England,Surrey,The Addington,Holiday,Public,2023,,Clayton DeVries Pont,,,CJW Conor Walsh,,,Restore,Ongoing,,Abercromby Colt,2023-07-14,51.364794,-0.040471,https://addingtongolf.com,,theaddingtongc,Addington,,Top 100,,RASammels/status/1679914686635024385,12th Hole
GB&I,England,Surrey,Walton Heath New,Holiday,Member,2024,,Martin Ebert,,,CJW Conor Walsh,ETA April 2024,,Masterplan,Ongoing,,,2023-11-18,51.3154805,-0.3717802,https://www.waltonheath.com,,cjwgolf1,Greens,,,,,
GB&I,England,Uxbridge,Denham,Holiday,Member,2024,,Clyde Johnson,,,,ETA April 2024,,Masterplan,Ongoing,,Harry Colt,2023-12-13,51.5827207,-1.1741985,https://www.denhamgolfclub.co.uk/,,,,,,,ClubDenham/status/1687812315725361153,Bunkers
GB&I,England,W Midlands,Blackwell,Holiday,Public,2023,,Frank Pont,,,,,,Restore,Ongoing,,Simpson Fowler,2021-02-17,52.346136,-2.150165,https://www.blackwellgolfclub.co.uk/,,,,,,,BlackwellGC1/status/1361955850072555522,1929
GB&I,Ireland,Dublin,Jameson Golf Links,Holiday,Member,2023,,Jeff Lynch,,,DAR,,,Renovate,Open,,Bernard Langer Stan Eby,2023-09-30,53.4295677,-6.1283168,https://www.portmarnock.com/golf.html,Va7l9R6mdA0,,,,was Portmarnock Hotel Links,Bunker reconstruction,jlynchy/status/1617805651987644417,(re)GOLF
GB&I,Ireland,Dublin,Royal Dublin,Holiday,Member,2023,,Frank Pont Hendrik Hilgert,,,DAR,,,Renovate,Open,,Harry Colt,2023-07-03,53.356852,-6.172806,https://independent.ie/sport/golf/tee-to-green/home-and-away-places-to-play-royal-dublins-riddle-of-the-sands-42097892.html,,,,,Bunkers,,,
GB&I,Ireland,Kerry,Ballybunion Cashen,Holiday,Member,2025,,Graeme Webster,,,,,,Renovate,Drawing boards ,,RTJ,2023-11-08,52.5110921,-9.6812912,https://independent.ie/sport/golf/watson-and-webster-plan-gets-the-nod-at-ballybunion/a1193072968.html,,,,,,,GolfIreland_/status/1654043459731218433,Tom Watson
GB&I,Ireland,Louth,County Louth Baltray,Holiday,Member,2026,,Martin Ebert,,,,,,Renovate,Drawing boards ,,Tom Simpson,2023-04-26,53.7383588,-6.2642294,https://www.irishgolfdesk.com/news-files/2023/4/15/g9ev2k4of4ymjqsbfkh0dge1xizb28,,,,,,,,
GB&I,Ireland,Louth,Greenore,Holiday,Public,2023,,Ken Kearney,,,DAR,,,Masterplan,Open,,,2023-01-22,54.031362,-6.1361271,https://www.greenoregolfclub.com,,,,,,,KenKearneyGD/status/1616083535361896450,Phase 1
GB&I,Ireland,Sligo,Strandhill,Holiday,Member,2025,,Ally McIntosh,,,,,,Renovate,Ongoing,,Eddie Hackett,2022-03-13,54.2658404,-8.7442136,http://www.strandhillgolfclub.com,,,,,,,,
GB&I,Ireland,Offaly,Tullamore,Holiday,Member,2024,,Ken Kearney,,,,ETA April 2024,,Renovate,Ongoing,,,2023-09-14,53.2414689,-7.5229208,https://www.tullamoregolfclub.ie/,,,,,,,,
GB&I,Ireland,Wicklow,Blainroe,Holiday,Member,2023,,Marc Westenborg,$0.6M,,DAR,,,Renovate,Open,,Hawtree,2023-08-15,52.9447592,-6.0209443,https://m.independent.ie/sport/golf/golden-years-await-at-beautiful-blainroe/a1329993664.html,,,,,,,WestenborgGolf/status/1664565720858910721,SportBond bunker liner
GB&I,No. Ireland,Ballymean,Galgorm,Holiday,Member,2023,,Markham,,,,,,Renovate,Ongoing,,,2022-11-12,54.8552707,-6.5923774,https://www.belfasttelegraph.co.uk/sport/golf/explained-the-changes-made-by-galgorm-castle-to-increase-the-challenge-for-this-years-world-invitational-41905053.html,NE86RAVv9Ho,,,,Spring 2023,Hole 14,,
GB&I,No. Ireland,Belfast,Belvoir Park,Holiday,Member,2023,,Swan,,,Clive Richardson,,,Renovate,Open,,Harry Colt,2023-02-04,54.5614731,-5.9164453,http://www.swangolfdesigns.com/projects/belvoir-park-golf-club-northern-ireland,zDodhJOWD-4,,,,,William Swan,BelvoirParkGolf/status/1605112533781811203,Alan Hughes
GB&I,No. Ireland,Portstewart,Portstewart,Holiday,Member,2026,,Ross McMurray EGD,,,,,,Renovate,Ongoing,,Willie Park,2022-09-06,55.1713997,-7.0052701,https://www.portstewartgc.co.uk/,,,,,,,eurogolfdesign/status/1540222896789929986,3 courses
GB&I,Scotland,Aberdeen,Fraserburgh,Holiday,Member,2026,,Clayton DeVries Pont,,,,,,Masterplan,Drawing boards ,,James Braid,2023-07-03,57.6772155,-4.631474,https://fraserburghgolfclub.org/,,,,,,,,
GB&I,Scotland,Aberfeldy,Taymouth Castle,Holiday,Member,2026,,Beau Welling,,,Discovery Land,,,Renovate,Drawing boards ,,James Braid,2023-04-11,56.5952577,-3.9818039,http://www.taymouthcastlegolfclub.com,,,,,,,,
GB&I,Scotland,Dumfries,Southerness,Holiday,Member,2025,,Pont Clayton,,,,,,Renovate,Ongoing,,Donald Ross,2023-03-02,54.8788567,-3.6102295,https://golfcoursearchitecture.net/content/southerness-looks-to-heighten-sheer-enjoyment-factor-of-mackenzie-ross-course,,,,,,,,
GB&I,Scotland,Dundee,Monifieth Golf Links,Holiday,Public,2024,,Pont Clayton,,,Sam Cooper,,,Masterplan,Ongoing,,,2022-06-14,56.4813479,-2.813454,https://monifiethgolf.co.uk/courses/,,,,,,,cdpgolf1/status/1536399164413816832,Medal
GB&I,Scotland,East Lothian,North Berwick West Links,Holiday,Member,2023,,Clyde Johnson,,,Chris Haspell Kyle Cruickshank,,,Masterplan,Open,,Ben Sayers,2023-11-24,56.058698,-2.7299539,https://nbwlgreens.wixsite.com/nbwlgreens/post/restoring-redan-partially,,,,,,,NBGCGreens ,Course Manager
GB&I,Scotland,Elie,Elie,Holiday,Member,2023,,Ross McMurray EGD,,,CJW Conor Walsh,,,Masterplan,Ongoing,,,2023-11-16,56.191674,-2.8318309,"https://golfclubatlas.com/forum/index.php/topic,72423.0.html",,,,,,,,
GB&I,Scotland,Glasgow,Golf It! Lethamhill,Govt.,Public,2023,,Macpherson,,,,,,Renovate,Open,,,2023-01-14,55.878037,-4.179851,https://www.bunkered.co.uk/golf-news/r-a-close-to-deal-to-buy-glasgow-municipal-golf-course,,,,,,,GeoffShac/status/1359942163983867904,Glasgow
GB&I,Scotland,Moray,Spey Bay,Holiday,Member,2025,,Clayton DeVries Pont,,,Chris Haspell,,,Rebuild ,Construction,,Ben Sayers,2023-11-25,57.6714456,-4.4010862,https://medium.com/linksdao/links-golf-club-partners-with-clayton-devries-pont-to-renovate-spey-bay-golf-course-ba336dbbc5d5,,claytondevriespont,Reversible,,Sam Cooper,,LinksDAO/status/1661420516203429888,LinksDAO
L America,Argentina,Partido Costa,Northbeach Links,Holiday,Public,2025,,Ezpeleta,,,,,,Renovate,Drawing boards ,,,2023-03-15,-36.6627265,-58.984073,https://northbeach-toribioachaval.com,dNVv-aq5L0g,ezpeletagolfdesign,EIGCA,,,3 holes,,
L America,Aruba,Arashi,Tierra del Sol,Holiday,Public,2024,,RTJ II,,,,,,Renovate,Drawing boards ,,RTJ II,2023-12-09,12.6051277,-70.2065365,https://www.tierradelsol.com/golf/,,,,,,,,
L America,Chile,Santiago,Sport de Golf,Once,Member,2024,,RTJ II,,,,,,Masterplan,Drawing boards ,,,2022-04-06,-33.3806659,-70.5661754,https://www.rtj2.com/news-release/rtj-ii-golf-course-architects-will-keep-globetrotting-2022,,,,,Santiago,,,
L America,Costa Rica,Guanacaste,Peninsula Papagayo,Holiday,Public,2023,,Thad Layton,,,,,,Renovate,Open,,,2023-11-07,10.6286366,-85.6924583,https://peninsulapapagayo.com/golf-course/,,,,,Water conservation,,,
L America,Dominican Republic,La Romana,Casa de Campo Teeth of the Dog,Holiday,Member,2025,,Jerry Pate Steve Dana,,,,ETA Dec 2025,,Renovate,Drawing boards ,,Pete Dye,2023-07-25,18.421444,-68.9368562,https://golfcoursearchitecture.net/content/pete-dyes-teeth-of-the-dog-set-for-facelift-in-2025,,,,,Pure Dynasty Seeded Paspalum,,,
L America,Jamaica,Rose Hill,White Witch,Holiday,Public,2023,,Mike Smelek,,,,,,Renovate,Open,,Von Hagge,2023-10-21,18.5078516,-77.8251879,https://instagr.am/whitewitchgolf/,,,,,,,,
L America,Mexico,Baja,Tijuana CC,Holiday,Member,2026,,Agustín Pizá,,,,,,Restore,Drawing boards ,,William Bell,2023-06-09,32.5110776,-117.0038879,https://fescue.github.io/Club-Campestre-Tijuana/,xbQXJFFtc60,,,,,Skratch,,
L America,Mexico,Cabo,Cabo del Sol Desert,Holiday,Public,2024,,Dana Fry Jason Straka,$15M,,,ETA Dec 2024,2001,Renovate,Ongoing,,Tom Weiskopf,2023-08-26,22.9152794,-109.8441957,https://cabodelsol.com/cabo-del-sol-course/,,mathewhathawaygolf,mathewhathawaygolf,,Cove Club,,,
L America,Mexico,Chihuahua,Campestre de Chihuahua,Once,Member,2023,,Agustín Pizá,,,Roca,,,Renovate,Ongoing,,,2022-06-24,28.6345147,-106.1127735,https://campestrechihuahua.mx/areas-deportivas/golf/,,,,,,,Roca_Golf/status/1537458746347102210,Roca
L America,Mexico,Cabo,Cabo del Sol Cove Club,Once,Member,2023,,Dana Fry Jason Straka,$15M,,,,2001,Renovate,Open,,Jack Nicklaus,2023-08-26,22.9152794,-109.8441957,https://members.coveclubcabodelsol.com/,,mathewhathawaygolf,mathewhathawaygolf,,Cove Club,,,
L America,Mexico,Guanajuato,Campestre Leon,Holiday,Member,2024,,Alarcon Morrish,,,,ETA Jan 2024,,Renovate,Construction,,,2023-05-01,21.1649688,-101.7113274,https://www.1golf.eu/es/club/club-campestre-de-leon/,,rafaelalarcongolf,rafaelalarcongolf,,,,,
L America,Mexico,Nayarit,Punta Mita Bahia,Holiday,Public,2024,,Lipe Rubideaux,,,,,,Restore,Drawing boards ,,Nicklaus,2021-08-04,20.763129,-105.535982,https://golfcoursearchitecture.net/content/jim-lipe-progresses-with-renovation-of-pacifico-course-at-punta-mita,,,,,TifEagle/Zoysia,,,
L America,Mexico,Nayarit,Punta Mita Pacifico,Holiday,Public,2023,,Lipe Rubideaux,,,,,,Restore,Open,,Nicklaus,2023-01-23,20.763129,-105.535982,https://golfpuntamita.com,kNuZkxXzvvg,,,,,Jim Lipe Review,pvTeamAngels/status/1472974633146200066,Opening Day
L America,Puerto Rico,Dorado,TPC Dorado Beach East,Holiday,Public,2023,,RTJ Jr.,,,Heritage Links,,,Renovate,Construction,,RTJ Sr.,2023-11-28,18.4596828,-66.304034,https://tpc.com/doradobeach/,,,,,,,JohnPDaniels/status/1678809631953412099,Agronomist
N America,Canada,Alberta,Edmonton CC,Once,Member,2024,,Ian Andrew,,,,,,Restore,Open,,Stanley Thompson,2023-12-13,53.4902714,-113.6010833,https://edmontoncountryclub.com/Golf,,,,,,,IanAndrewGolf/status/1467149275935264771/photo/1,Plans
